source,target,te_forward,te_backward,net_te,dominant_direction
VESTL,GUBRF,0.010022,0.0,0.010022,VESTL->GUBRF
VAKBN,TUPRS,0.0,0.010009,-0.010009,TUPRS->VAKBN
PGSUS,ECILC,0.009983,0.0,0.009983,PGSUS->ECILC
OYAKC,ECILC,0.009967,0.0,0.009967,OYAKC->ECILC
ALARK,TTRAK,0.0,0.00995,-0.00995,TTRAK->ALARK
TURSG,ULKER,0.0,0.009933,-0.009933,ULKER->TURSG
BRYAT,SISE,0.0,0.009932,-0.009932,SISE->BRYAT
TURSG,EKGYO,0.0,0.009931,-0.009931,EKGYO->TURSG
AGHOL,SAHOL,0.0,0.009921,-0.009921,SAHOL->AGHOL
AGHOL,MPARK,0.009907,0.0,0.009907,AGHOL->MPARK
ASUZU,VESBE,0.0,0.009888,-0.009888,VESBE->ASUZU
PAPIL,AKFGY,0.009885,0.0,0.009885,PAPIL->AKFGY
AYGAZ,ENJSA,0.0,0.009883,-0.009883,ENJSA->AYGAZ
CCOLA,SKBNK,0.0,0.00986,-0.00986,SKBNK->CCOLA
BRISA,ISCTR,0.0,0.009857,-0.009857,ISCTR->BRISA
TURSG,INDES,0.009852,0.0,0.009852,TURSG->INDES
VESTL,SAHOL,0.0,0.009852,-0.009852,SAHOL->VESTL
ANHYT,YKBNK,0.009822,0.0,0.009822,ANHYT->YKBNK
ARCLK,ODAS,0.009816,0.0,0.009816,ARCLK->ODAS
ASELS,AYGAZ,0.009803,0.0,0.009803,ASELS->AYGAZ
ENJSA,HALKB,0.0,0.009765,-0.009765,HALKB->ENJSA
VESBE,EKGYO,0.009762,0.0,0.009762,VESBE->EKGYO
SAHOL,TTKOM,0.009751,0.0,0.009751,SAHOL->TTKOM
BRISA,SISE,0.0,0.009747,-0.009747,SISE->BRISA
MGROS,SAHOL,0.0,0.009709,-0.009709,SAHOL->MGROS
AKSA,ECILC,0.0,0.009699,-0.009699,ECILC->AKSA
DOAS,BERA,0.009684,0.0,0.009684,DOAS->BERA
AKBNK,SOKM,0.009682,0.0,0.009682,AKBNK->SOKM
BRYAT,CIMSA,0.0,0.009682,-0.009682,CIMSA->BRYAT
TURSG,AYGAZ,0.0,0.009665,-0.009665,AYGAZ->TURSG
CIMSA,SOKM,0.0,0.009651,-0.009651,SOKM->CIMSA
GUBRF,TOASO,0.0,0.00965,-0.00965,TOASO->GUBRF
OYAKC,VAKBN,0.009645,0.0,0.009645,OYAKC->VAKBN
KCHOL,TTKOM,0.009633,0.0,0.009633,KCHOL->TTKOM
AGESA,MPARK,0.0,0.009633,-0.009633,MPARK->AGESA
EREGL,ARCLK,0.009627,0.0,0.009627,EREGL->ARCLK
BRYAT,VESTL,0.0,0.009626,-0.009626,VESTL->BRYAT
BERA,INDES,0.009624,0.0,0.009624,BERA->INDES
FROTO,OTKAR,0.0,0.009619,-0.009619,OTKAR->FROTO
FROTO,HEKTS,0.0,0.009587,-0.009587,HEKTS->FROTO
ANHYT,THYAO,0.0,0.009581,-0.009581,THYAO->ANHYT
BRSAN,TUPRS,0.0,0.009558,-0.009558,TUPRS->BRSAN
BRYAT,GUBRF,0.0,0.00954,-0.00954,GUBRF->BRYAT
ULKER,MPARK,0.009528,0.0,0.009528,ULKER->MPARK
AEFES,AKSEN,0.009524,0.0,0.009524,AEFES->AKSEN
AKSEN,TOASO,0.0,0.009511,-0.009511,TOASO->AKSEN
BRISA,MGROS,0.0,0.009508,-0.009508,MGROS->BRISA
AKSA,VESTL,0.009506,0.0,0.009506,AKSA->VESTL
DOAS,ULKER,0.0,0.009503,-0.009503,ULKER->DOAS
OYAKC,GARAN,0.0,0.00948,-0.00948,GARAN->OYAKC
PAPIL,VESBE,0.0,0.009467,-0.009467,VESBE->PAPIL
AKFGY,ISCTR,0.009465,0.0,0.009465,AKFGY->ISCTR
BERA,ISGYO,0.0,0.009455,-0.009455,ISGYO->BERA
CIMSA,SISE,0.0,0.009438,-0.009438,SISE->CIMSA
AEFES,TURSG,0.0,0.009427,-0.009427,TURSG->AEFES
CCOLA,AYGAZ,0.009426,0.0,0.009426,CCOLA->AYGAZ
TKFEN,MPARK,0.009403,0.0,0.009403,TKFEN->MPARK
BRYAT,BIMAS,0.0,0.009349,-0.009349,BIMAS->BRYAT
GUBRF,MPARK,0.009345,0.0,0.009345,GUBRF->MPARK
VESTL,TUPRS,0.0,0.009332,-0.009332,TUPRS->VESTL
AKSA,GUBRF,0.009316,0.0,0.009316,AKSA->GUBRF
OYAKC,MPARK,0.009307,0.0,0.009307,OYAKC->MPARK
TKNSA,OTKAR,0.0,0.0093,-0.0093,OTKAR->TKNSA
OYAKC,SOKM,0.0,0.009294,-0.009294,SOKM->OYAKC
ULKER,TUPRS,0.0,0.009289,-0.009289,TUPRS->ULKER
OYAKC,TCELL,0.009285,0.0,0.009285,OYAKC->TCELL
PAPIL,THYAO,0.0,0.009284,-0.009284,THYAO->PAPIL
MGROS,SISE,0.0,0.00928,-0.00928,SISE->MGROS
ENJSA,THYAO,0.0,0.009274,-0.009274,THYAO->ENJSA
ECILC,ZOREN,0.009271,0.0,0.009271,ECILC->ZOREN
TKFEN,ENJSA,0.00927,0.0,0.00927,TKFEN->ENJSA
ASUZU,DOAS,0.0,0.009269,-0.009269,DOAS->ASUZU
AGESA,EGEEN,0.0,0.009246,-0.009246,EGEEN->AGESA
ALARK,THYAO,0.0,0.009236,-0.009236,THYAO->ALARK
ENJSA,SKBNK,0.0,0.009225,-0.009225,SKBNK->ENJSA
HEKTS,THYAO,0.0,0.009212,-0.009212,THYAO->HEKTS
AKFGY,ISGYO,0.0,0.009208,-0.009208,ISGYO->AKFGY
DOHOL,ULKER,0.009203,0.0,0.009203,DOHOL->ULKER
BUCIM,ODAS,0.0,0.00918,-0.00918,ODAS->BUCIM
BTCIM,BRSAN,0.009174,0.0,0.009174,BTCIM->BRSAN
AKBNK,KCHOL,0.0,0.009168,-0.009168,KCHOL->AKBNK
ECILC,VESTL,0.009161,0.0,0.009161,ECILC->VESTL
SASA,PETKM,0.0,0.00915,-0.00915,PETKM->SASA
PAPIL,EGEEN,0.0,0.009135,-0.009135,EGEEN->PAPIL
BERA,TKNSA,0.009131,0.0,0.009131,BERA->TKNSA
AKFGY,DGATE,0.0,0.009116,-0.009116,DGATE->AKFGY
HEKTS,SKBNK,0.0,0.009115,-0.009115,SKBNK->HEKTS
BTCIM,PGSUS,0.009097,0.0,0.009097,BTCIM->PGSUS
BRSAN,TTRAK,0.0,0.009087,-0.009087,TTRAK->BRSAN
LOGO,SKBNK,0.009083,0.0,0.009083,LOGO->SKBNK
CIMSA,PETKM,0.0,0.009074,-0.009074,PETKM->CIMSA
MAVI,DOAS,0.0,0.009066,-0.009066,DOAS->MAVI
AKBNK,TTKOM,0.009058,0.0,0.009058,AKBNK->TTKOM
BRYAT,OTKAR,0.009058,0.0,0.009058,BRYAT->OTKAR
FROTO,BIMAS,0.0,0.009052,-0.009052,BIMAS->FROTO
GARAN,SKBNK,0.009048,0.0,0.009048,GARAN->SKBNK
TKFEN,GUBRF,0.009042,0.0,0.009042,TKFEN->GUBRF
ODAS,TKNSA,0.009002,0.0,0.009002,ODAS->TKNSA
MPARK,HEKTS,0.0,0.008995,-0.008995,HEKTS->MPARK
BRYAT,BRSAN,0.008991,0.0,0.008991,BRYAT->BRSAN
BRYAT,BUCIM,0.0,0.008976,-0.008976,BUCIM->BRYAT
ASELS,SISE,0.00897,0.0,0.00897,ASELS->SISE
AKFGY,MPARK,0.008951,0.0,0.008951,AKFGY->MPARK
BRSAN,ISGYO,0.008936,0.0,0.008936,BRSAN->ISGYO
EREGL,BERA,0.008926,0.0,0.008926,EREGL->BERA
PGSUS,BRSAN,0.0,0.008923,-0.008923,BRSAN->PGSUS
DOHOL,TCELL,0.0,0.00892,-0.00892,TCELL->DOHOL
BRISA,MPARK,0.008917,0.0,0.008917,BRISA->MPARK
AKBNK,VESTL,0.0,0.008912,-0.008912,VESTL->AKBNK
CEMTS,BERA,0.0,0.0089,-0.0089,BERA->CEMTS
PGSUS,THYAO,0.0,0.008896,-0.008896,THYAO->PGSUS
BRYAT,ENKAI,0.0,0.008874,-0.008874,ENKAI->BRYAT
THYAO,TCELL,0.008868,0.0,0.008868,THYAO->TCELL
GARAN,TCELL,0.0,0.008868,-0.008868,TCELL->GARAN
CEMTS,MPARK,0.008862,0.0,0.008862,CEMTS->MPARK
AKBNK,HALKB,0.008862,0.0,0.008862,AKBNK->HALKB
PGSUS,ULKER,0.00886,0.0,0.00886,PGSUS->ULKER
AYGAZ,SISE,0.0,0.008849,-0.008849,SISE->AYGAZ
ALARK,SISE,0.0,0.00883,-0.00883,SISE->ALARK
AKFGY,ZOREN,0.0,0.008822,-0.008822,ZOREN->AKFGY
AYGAZ,KRDMD,0.0,0.008819,-0.008819,KRDMD->AYGAZ
ENJSA,GUBRF,0.0,0.008808,-0.008808,GUBRF->ENJSA
BRISA,EKGYO,0.008763,0.0,0.008763,BRISA->EKGYO
AGESA,ANHYT,0.008727,0.0,0.008727,AGESA->ANHYT
ENJSA,MPARK,0.0,0.008722,-0.008722,MPARK->ENJSA
ARCLK,SOKM,0.0,0.008722,-0.008722,SOKM->ARCLK
AKFGY,CEMTS,0.0,0.008721,-0.008721,CEMTS->AKFGY
BERA,ULKER,0.008715,0.0,0.008715,BERA->ULKER
HALKB,TTKOM,0.0,0.008663,-0.008663,TTKOM->HALKB
ASUZU,CIMSA,0.008647,0.0,0.008647,ASUZU->CIMSA
ANHYT,TUPRS,0.0,0.008632,-0.008632,TUPRS->ANHYT
AYGAZ,VESBE,0.00863,0.0,0.00863,AYGAZ->VESBE
OYAKC,AGESA,0.008623,0.0,0.008623,OYAKC->AGESA
AKFGY,TCELL,0.008615,0.0,0.008615,AKFGY->TCELL
BRISA,TOASO,0.0,0.008614,-0.008614,TOASO->BRISA
BTCIM,AGESA,0.008612,0.0,0.008612,BTCIM->AGESA
ECILC,TTKOM,0.008609,0.0,0.008609,ECILC->TTKOM
SASA,TTRAK,0.0086,0.0,0.0086,SASA->TTRAK
AKFGY,VAKBN,0.0,0.008563,-0.008563,VAKBN->AKFGY
CIMSA,BRISA,0.0,0.008561,-0.008561,BRISA->CIMSA
TURSG,SOKM,0.008554,0.0,0.008554,TURSG->SOKM
VESBE,TKNSA,0.00855,0.0,0.00855,VESBE->TKNSA
MPARK,ZOREN,0.0,0.008539,-0.008539,ZOREN->MPARK
EGEEN,BRSAN,0.008531,0.0,0.008531,EGEEN->BRSAN
SOKM,ZOREN,0.008494,0.0,0.008494,SOKM->ZOREN
BTCIM,TURSG,0.008489,0.0,0.008489,BTCIM->TURSG
ECILC,TOASO,0.0,0.008488,-0.008488,TOASO->ECILC
EREGL,BRYAT,0.008487,0.0,0.008487,EREGL->BRYAT
GARAN,ULKER,0.008485,0.0,0.008485,GARAN->ULKER
TURSG,ANHYT,0.0,0.008479,-0.008479,ANHYT->TURSG
EGEEN,VESBE,0.0,0.008476,-0.008476,VESBE->EGEEN
FROTO,MPARK,0.008474,0.0,0.008474,FROTO->MPARK
BTCIM,GUBRF,0.008465,0.0,0.008465,BTCIM->GUBRF
BUCIM,THYAO,0.0,0.00846,-0.00846,THYAO->BUCIM
AKSA,TUPRS,0.008455,0.0,0.008455,AKSA->TUPRS
CEMTS,EKGYO,0.008441,0.0,0.008441,CEMTS->EKGYO
PAPIL,ZOREN,0.008437,0.0,0.008437,PAPIL->ZOREN
AGHOL,MGROS,0.008436,0.0,0.008436,AGHOL->MGROS
ULKER,ISGYO,0.008422,0.0,0.008422,ULKER->ISGYO
BTCIM,DGATE,0.008408,0.0,0.008408,BTCIM->DGATE
ARCLK,TOASO,0.008406,0.0,0.008406,ARCLK->TOASO
ANHYT,EKGYO,0.0,0.0084,-0.0084,EKGYO->ANHYT
ODAS,ISCTR,0.0,0.008389,-0.008389,ISCTR->ODAS
CCOLA,TCELL,0.0,0.008376,-0.008376,TCELL->CCOLA
FROTO,BRISA,0.008373,0.0,0.008373,FROTO->BRISA
AKBNK,AYGAZ,0.008365,0.0,0.008365,AKBNK->AYGAZ
AEFES,BERA,0.0,0.008341,-0.008341,BERA->AEFES
TKFEN,KRDMD,0.0,0.00834,-0.00834,KRDMD->TKFEN
BRYAT,ASELS,0.0,0.008339,-0.008339,ASELS->BRYAT
MAVI,AGESA,0.008339,0.0,0.008339,MAVI->AGESA
ENKAI,TTKOM,0.008338,0.0,0.008338,ENKAI->TTKOM
AKBNK,ENJSA,0.008329,0.0,0.008329,AKBNK->ENJSA
DOHOL,MPARK,0.008329,0.0,0.008329,DOHOL->MPARK
ASUZU,AKSEN,0.008329,0.0,0.008329,ASUZU->AKSEN
SOKM,TCELL,0.0,0.008324,-0.008324,TCELL->SOKM
DOHOL,ASELS,0.008314,0.0,0.008314,DOHOL->ASELS
AGESA,CEMTS,0.0,0.008311,-0.008311,CEMTS->AGESA
GUBRF,TTKOM,0.0,0.008308,-0.008308,TTKOM->GUBRF
THYAO,INDES,0.008299,0.0,0.008299,THYAO->INDES
INDES,OTKAR,0.008294,0.0,0.008294,INDES->OTKAR
ECILC,ISCTR,0.008261,0.0,0.008261,ECILC->ISCTR
EGEEN,ECILC,0.0,0.008256,-0.008256,ECILC->EGEEN
AKFGY,VESBE,0.0,0.008237,-0.008237,VESBE->AKFGY
ISGYO,SOKM,0.0,0.008235,-0.008235,SOKM->ISGYO
AKSA,ARCLK,0.008217,0.0,0.008217,AKSA->ARCLK
SASA,ARCLK,0.0,0.008215,-0.008215,ARCLK->SASA
BRISA,BUCIM,0.008207,0.0,0.008207,BRISA->BUCIM
FROTO,TTKOM,0.0,0.008206,-0.008206,TTKOM->FROTO
AKSEN,BUCIM,0.0,0.008201,-0.008201,BUCIM->AKSEN
EREGL,KCHOL,0.008182,0.0,0.008182,EREGL->KCHOL
AYGAZ,SAHOL,0.0,0.008179,-0.008179,SAHOL->AYGAZ
BUCIM,ARCLK,0.008171,0.0,0.008171,BUCIM->ARCLK
AKBNK,DOHOL,0.008168,0.0,0.008168,AKBNK->DOHOL
MAVI,VAKBN,0.008165,0.0,0.008165,MAVI->VAKBN
ENKAI,MPARK,0.008159,0.0,0.008159,ENKAI->MPARK
BERA,DGATE,0.008151,0.0,0.008151,BERA->DGATE
SISE,ISCTR,0.0,0.008149,-0.008149,ISCTR->SISE
PGSUS,GARAN,0.008141,0.0,0.008141,PGSUS->GARAN
AGESA,AYGAZ,0.008141,0.0,0.008141,AGESA->AYGAZ
AGESA,VESBE,0.008136,0.0,0.008136,AGESA->VESBE
OYAKC,BRYAT,0.008135,0.0,0.008135,OYAKC->BRYAT
MAVI,HALKB,0.008129,0.0,0.008129,MAVI->HALKB
ULKER,ENJSA,0.0,0.008114,-0.008114,ENJSA->ULKER
AKSA,CCOLA,0.0,0.008109,-0.008109,CCOLA->AKSA
TKNSA,KRDMD,0.0,0.008107,-0.008107,KRDMD->TKNSA
TURSG,OYAKC,0.0,0.008105,-0.008105,OYAKC->TURSG
VESBE,TOASO,0.0,0.008102,-0.008102,TOASO->VESBE
EREGL,CIMSA,0.008096,0.0,0.008096,EREGL->CIMSA
CCOLA,SASA,0.008075,0.0,0.008075,CCOLA->SASA
BRYAT,EGEEN,0.0,0.008073,-0.008073,EGEEN->BRYAT
SOKM,SAHOL,0.0,0.008072,-0.008072,SAHOL->SOKM
CEMTS,KRDMD,0.0,0.008071,-0.008071,KRDMD->CEMTS
SKBNK,TOASO,0.008061,0.0,0.008061,SKBNK->TOASO
CEMTS,TTKOM,0.008045,0.0,0.008045,CEMTS->TTKOM
ASELS,VESTL,0.0,0.008042,-0.008042,VESTL->ASELS
AGHOL,MAVI,0.0,0.008041,-0.008041,MAVI->AGHOL
GARAN,KCHOL,0.0,0.008038,-0.008038,KCHOL->GARAN
AKSA,HALKB,0.0,0.008037,-0.008037,HALKB->AKSA
AEFES,AGESA,0.008037,0.0,0.008037,AEFES->AGESA
ANHYT,ISGYO,0.0,0.008031,-0.008031,ISGYO->ANHYT
ENJSA,PETKM,0.0,0.008026,-0.008026,PETKM->ENJSA
BRYAT,TKNSA,0.0,0.008019,-0.008019,TKNSA->BRYAT
CIMSA,ARCLK,0.008009,0.0,0.008009,CIMSA->ARCLK
TURSG,TCELL,0.0,0.007995,-0.007995,TCELL->TURSG
AGHOL,ULKER,0.007979,0.0,0.007979,AGHOL->ULKER
TURSG,KRDMD,0.0,0.007977,-0.007977,KRDMD->TURSG
EKGYO,SOKM,0.0,0.007974,-0.007974,SOKM->EKGYO
AKFGY,ASELS,0.007964,0.0,0.007964,AKFGY->ASELS
AGESA,ASUZU,0.0,0.007962,-0.007962,ASUZU->AGESA
ENKAI,ODAS,0.0,0.007959,-0.007959,ODAS->ENKAI
BUCIM,SOKM,0.0,0.007958,-0.007958,SOKM->BUCIM
ISGYO,TTRAK,0.0,0.007956,-0.007956,TTRAK->ISGYO
TKFEN,SISE,0.0,0.007955,-0.007955,SISE->TKFEN
AEFES,MPARK,0.007954,0.0,0.007954,AEFES->MPARK
AKSEN,THYAO,0.0,0.007948,-0.007948,THYAO->AKSEN
GARAN,SOKM,0.007945,0.0,0.007945,GARAN->SOKM
VAKBN,OTKAR,0.0,0.007945,-0.007945,OTKAR->VAKBN
ANHYT,BUCIM,0.0,0.007938,-0.007938,BUCIM->ANHYT
BRYAT,BERA,0.0,0.007934,-0.007934,BERA->BRYAT
ENKAI,HEKTS,0.0,0.00793,-0.00793,HEKTS->ENKAI
AGHOL,ASUZU,0.007918,0.0,0.007918,AGHOL->ASUZU
BRSAN,GARAN,0.0,0.007917,-0.007917,GARAN->BRSAN
AGESA,BUCIM,0.0,0.007917,-0.007917,BUCIM->AGESA
AGHOL,TOASO,0.0,0.007913,-0.007913,TOASO->AGHOL
YKBNK,MGROS,0.007908,0.0,0.007908,YKBNK->MGROS
GUBRF,PETKM,0.0,0.007893,-0.007893,PETKM->GUBRF
EREGL,TKNSA,0.0,0.007887,-0.007887,TKNSA->EREGL
TURSG,BIMAS,0.007868,0.0,0.007868,TURSG->BIMAS
BRSAN,ZOREN,0.0,0.007862,-0.007862,ZOREN->BRSAN
ENKAI,ARCLK,0.007847,0.0,0.007847,ENKAI->ARCLK
ARCLK,VESBE,0.0,0.007846,-0.007846,VESBE->ARCLK
DOAS,BUCIM,0.007832,0.0,0.007832,DOAS->BUCIM
ASUZU,HEKTS,0.0,0.007828,-0.007828,HEKTS->ASUZU
DOAS,ENJSA,0.00782,0.0,0.00782,DOAS->ENJSA
BUCIM,KCHOL,0.0,0.007814,-0.007814,KCHOL->BUCIM
FROTO,OYAKC,0.0,0.007809,-0.007809,OYAKC->FROTO
EREGL,AKFGY,0.007803,0.0,0.007803,EREGL->AKFGY
VAKBN,TOASO,0.0,0.007801,-0.007801,TOASO->VAKBN
