source,target,distance,correlation
A,WAT,0.5444365497046997,0.851794421672821
NVDA,AVGO,0.7770336817065324,0.6981093287467957
NVDA,SMCI,0.952148187099326,0.5467069149017334
NTRS,PNC,0.7642924331400269,0.7079285383224487
NTRS,BK,0.7690494791391096,0.7042814493179321
NTAP,DELL,0.9537426557545603,0.5451874732971191
NTAP,DG,1.1718903095516895,0.3133365511894227
NSC,UNP,0.8258601473071311,0.6589775085449219
NRG,VST,0.7482239038139903,0.7200804948806763
NOC,LMT,0.814733516445607,0.6681046485900879
NOC,RTX,1.0772438594991023,0.41977283358573914
NKE,LULU,1.1040379191258223,0.3905501365661621
NI,CMS,0.607010975306424,0.815768837928772
NI,EIX,0.689323780581446,0.7624163627624512
NI,PEG,0.8073147596112191,0.6741214394569397
NFLX,MSFT,1.065644911191291,0.43220046162605286
NEM,FCX,0.9877668406509519,0.5121583342552185
NEE,EVRG,0.8341333046363539,0.6521108150482178
NEE,AES,0.8891153758973604,0.6047369241714478
NDSN,KEYS,0.792682163710522,0.6858274936676025
NDSN,IEX,0.8081328326890824,0.6734606623649597
NDSN,EFX,0.9179128426916464,0.5787180066108704
NDAQ,MCO,0.9931336944948506,0.5068427324295044
NCLH,CCL,0.5876151925643777,0.8273541927337646
NCLH,SWKS,0.9650842776087347,0.5343061685562134
TAP,STZ,0.9414260039097084,0.5568585395812988
TAP,SYY,1.0721329570473652,0.42526546120643627
MU,LRCX,0.721475079223032,0.7397368550300598
MU,WDC,0.7352139165559465,0.7297302484512329
MTD,WAT,0.7011474775144774,0.7541961073875427
MTD,GEN,0.981146589527891,0.518675684928894
MSI,IT,0.9638089333412527,0.5355361700057983
MSI,CTAS,1.0355928184191752,0.4637737572193147
MSFT,CDNS,0.8720198015405783,0.6197907328605652
MSFT,AMZN,0.8772715646697439,0.6151973009109497
MSFT,ORCL,1.0146141597182343,0.4852790534496306
MSFT,AAPL,1.019022759976083,0.48079630732536316
MSCI,SPGI,0.9978673963920084,0.5021303296089172
MS,GS,0.7090227941607133,0.7486433386802673
MRNA,TXN,1.0937662940855215,0.40183764696121227
MRK,PG,1.1425497459082472,0.3472900390624999
MPWR,KLAC,0.6433172641816043,0.793071448802948
MPWR,TSLA,0.9961029650692007,0.5038894414901733
MOS,CF,0.8739632868181206,0.6180940866470337
MOS,LYB,0.9551239314727937,0.543869137763977
MOS,BG,1.077665092672026,0.4193189740180969
MNST,PEP,1.0993577252495186,0.39570629596710205
MKC,CAG,1.0177428245881828,0.4820997714996337
MGM,WYNN,0.8114781923683797,0.6707515716552734
MGM,IEX,0.9358359509434584,0.5621055364608765
MGM,AKAM,1.1139436056460639,0.3795648217201233
NUE,STLD,0.6255520290078105,0.8043423295021057
NUE,PKG,1.0094492433247637,0.490506112575531
NVR,LEN,0.5934487632739222,0.8239092826843262
NVR,HSIC,1.1329283556394203,0.3582366704940796
MET,PRU,0.539343608592498,0.8545542359352112
MET,L,0.8442157590122251,0.6436498761177063
MET,AFL,0.905318142837462,0.5901995301246643
NWSA,BX,0.9360634924351082,0.561892569065094
NWSA,TTD,1.0206810325103248,0.4791051149368286
PPL,FE,0.5977700318378631,0.82133549451828
PPL,DTE,0.6078189643574945,0.8152780532836914
PPL,SRE,0.6404105036713448,0.7949371933937073
PPL,ETR,0.656480294645849,0.7845168113708496
PPL,ES,0.7588988707044048,0.7120362520217896
PPG,SHW,0.8741740688329379,0.617909848690033
PPG,DAL,0.9690112100194882,0.5305086374282837
POOL,MAS,0.7792623029416273,0.6963751316070557
POOL,PNR,0.79439847994003,0.6844655275344849
POOL,SWK,0.8509374301782888,0.6379527449607849
PNW,LNT,0.6769249559673158,0.7708863019943237
PNR,SHW,0.8047150542347041,0.6762168407440186
PNR,DOV,0.8075992531497594,0.6738917231559753
PNC,HBAN,0.5298535562123593,0.8596276044845581
PNC,BAC,0.6476213765620047,0.790293276309967
PNC,PFG,0.7872422629127912,0.6901248097419739
PM,MO,0.9736963555540371,0.5259577035903931
PM,EVRG,0.9938375014642542,0.5061435103416443
PLD,ARE,0.7647026890476577,0.7076148986816406
PLD,UNP,0.9418844061307784,0.5564268827438354
PLD,EQIX,0.9588548374674432,0.5402987003326416
PKG,IP,0.828805823538915,0.6565404534339905
PKG,DOW,0.9257626431039883,0.5714817643165588
PH,IR,0.7425443895473881,0.7243139147758484
PH,DOV,0.7812829582891757,0.694798469543457
PH,ETN,0.8181227749414691,0.6653375625610352
PH,AME,0.8226333484559335,0.6616371870040894
