ticker_a,ticker_b,nonlinear_excess
CCOLA,AGHOL,0.1650037653371105
AEFES,CCOLA,0.15687453402720586
CCOLA,ULKER,0.15241968095639813
CCOLA,MGROS,0.14862102184538342
MAVI,CCOLA,0.14742803838366098
CCOLA,TTKOM,0.1468401635313519
CCOLA,KCHOL,0.14469427698147233
CCOLA,SAHOL,0.14098791051145518
CCOLA,VESBE,0.14024738420829339
CCOLA,ISCTR,0.13710314426499998
CCOLA,ENJSA,0.13603316280060668
CCOLA,ARCLK,0.13549335427433576
CCOLA,ALARK,0.135125283147197
CCOLA,TAVHL,0.13450506315639424
