ticker,date,ratio,applied,pre_price,post_price,reason
CCOLA,2024-08-01,10.81,True,814.9375,75.39879608154297,ok
HEKTS,2024-09-09,2.84,True,11.760000228881836,4.134029865264893,ok
HEKTS,2021-04-30,-1.45,True,0.5688461199612685,0.8197729016693546,ok
AYGAZ,2022-09-01,-1.72,True,21.178361892700195,36.5389289855957,ok
