date,ticker,return_value
2020-11-05,ULKER,
2020-11-05,VESTL,
2020-11-05,VESBE,
2020-11-05,ENJSA,
2020-11-05,EKGYO,
2020-11-05,GUBRF,
2020-11-05,MPARK,
2020-11-05,ODAS,
2020-11-05,MGROS,
2020-11-05,LOGO,
2020-11-05,ISGYO,
2020-11-05,KCHOL,
2020-11-05,HEKTS,
2020-11-05,HALKB,
2020-11-05,THYAO,
2020-11-05,SOKM,
2020-11-05,TCELL,
2020-11-05,TAVHL,
2020-11-05,SISE,
2020-11-05,SAHOL,
2020-11-05,SKBNK,
2020-11-05,PETKM,
2020-11-05,TKNSA,
2020-11-05,INDES,
2020-11-05,DGATE,
2020-11-05,TUPRS,
2020-11-05,TOASO,
2020-11-05,TTRAK,
2020-11-05,KRDMD,
2020-11-05,ISCTR,
2020-11-05,TTKOM,
2020-11-05,ZOREN,
2020-11-05,OTKAR,
2020-11-06,AEFES,
2020-11-06,AGHOL,
2020-11-06,AKSA,
2020-11-06,EREGL,
2020-11-06,FROTO,
2020-11-06,BTCIM,
2020-11-06,CCOLA,
2020-11-06,PAPIL,
2020-11-06,TURSG,
2020-11-06,TKFEN,
2020-11-06,OYAKC,
2020-11-06,PGSUS,
2020-11-06,SASA,
2020-11-06,MAVI,
2020-11-06,BRYAT,
2020-11-06,AKFGY,
2020-11-06,AGESA,
2020-11-06,AKBNK,
2020-11-06,ASUZU,
2020-11-06,AKSEN,
2020-11-06,ANHYT,
2020-11-06,ALARK,
2020-11-06,ENKAI,
2020-11-06,EGEEN,
2020-11-06,BRSAN,
2020-11-06,CEMTS,
2020-11-06,ECILC,
2020-11-06,DOHOL,
2020-11-06,CIMSA,
2020-11-06,DOAS,
2020-11-06,GARAN,
2020-11-06,BERA,
2020-11-06,BRISA,
2020-11-06,BIMAS,
2020-11-06,BUCIM,
2020-11-06,ASELS,
2020-11-06,AYGAZ,
2020-11-06,ARCLK,
2020-11-06,YKBNK,
2020-11-06,VAKBN,
2020-11-06,ULKER,
2020-11-06,VESTL,
2020-11-06,VESBE,
2020-11-06,ENJSA,
2020-11-06,EKGYO,
2020-11-06,GUBRF,
2020-11-06,MPARK,
2020-11-06,ODAS,
2020-11-06,MGROS,
2020-11-06,LOGO,
2020-11-06,ISGYO,
2020-11-06,KCHOL,
2020-11-06,HEKTS,
2020-11-06,HALKB,
2020-11-06,THYAO,
2020-11-06,SOKM,
2020-11-06,TCELL,
2020-11-06,TAVHL,
2020-11-06,SISE,
2020-11-06,SAHOL,
2020-11-06,SKBNK,
2020-11-06,PETKM,
2020-11-06,TKNSA,
2020-11-06,INDES,
2020-11-06,DGATE,
2020-11-06,TUPRS,
2020-11-06,TOASO,
2020-11-06,TTRAK,
2020-11-06,KRDMD,
2020-11-06,ISCTR,
2020-11-06,TTKOM,
2020-11-06,ZOREN,
2020-11-06,OTKAR,
2020-11-09,AEFES,
2020-11-09,AGHOL,
2020-11-09,AKSA,
2020-11-09,EREGL,
2020-11-09,FROTO,
2020-11-09,BTCIM,
2020-11-09,CCOLA,
2020-11-09,PAPIL,
2020-11-09,TURSG,
2020-11-09,TKFEN,
2020-11-09,OYAKC,
2020-11-09,PGSUS,
2020-11-09,SASA,
2020-11-09,MAVI,
2020-11-09,BRYAT,
2020-11-09,AKFGY,
2020-11-09,AGESA,
2020-11-09,AKBNK,
2020-11-09,ASUZU,
2020-11-09,AKSEN,
2020-11-09,ANHYT,
2020-11-09,ALARK,
2020-11-09,ENKAI,
2020-11-09,EGEEN,
2020-11-09,BRSAN,
2020-11-09,CEMTS,
2020-11-09,ECILC,
2020-11-09,DOHOL,
2020-11-09,CIMSA,
2020-11-09,DOAS,
2020-11-09,GARAN,
2020-11-09,BERA,
2020-11-09,BRISA,
2020-11-09,BIMAS,
2020-11-09,BUCIM,
2020-11-09,ASELS,
2020-11-09,AYGAZ,
2020-11-09,ARCLK,
2020-11-09,YKBNK,
2020-11-09,VAKBN,
2020-11-09,ULKER,
2020-11-09,VESTL,
2020-11-09,VESBE,
2020-11-09,ENJSA,
2020-11-09,EKGYO,
2020-11-09,GUBRF,
2020-11-09,MPARK,
2020-11-09,ODAS,
2020-11-09,MGROS,
2020-11-09,LOGO,
2020-11-09,ISGYO,
2020-11-09,KCHOL,
2020-11-09,HEKTS,
2020-11-09,HALKB,
2020-11-09,THYAO,
2020-11-09,SOKM,
2020-11-09,TCELL,
2020-11-09,TAVHL,
2020-11-09,SISE,
2020-11-09,SAHOL,
2020-11-09,SKBNK,
2020-11-09,PETKM,
2020-11-09,TKNSA,
2020-11-09,INDES,
2020-11-09,DGATE,
2020-11-09,TUPRS,
2020-11-09,TOASO,
2020-11-09,TTRAK,
2020-11-09,KRDMD,
2020-11-09,ISCTR,
2020-11-09,TTKOM,
2020-11-09,ZOREN,
2020-11-09,OTKAR,
2020-11-10,AEFES,
2020-11-10,AGHOL,
2020-11-10,AKSA,
2020-11-10,EREGL,
2020-11-10,FROTO,
2020-11-10,BTCIM,
2020-11-10,CCOLA,
2020-11-10,PAPIL,
2020-11-10,TURSG,
2020-11-10,TKFEN,
2020-11-10,OYAKC,
2020-11-10,PGSUS,
2020-11-10,SASA,
2020-11-10,MAVI,
2020-11-10,BRYAT,
2020-11-10,AKFGY,
2020-11-10,AGESA,
2020-11-10,AKBNK,
2020-11-10,ASUZU,
2020-11-10,AKSEN,
2020-11-10,ANHYT,
2020-11-10,ALARK,
2020-11-10,ENKAI,
2020-11-10,EGEEN,
2020-11-10,BRSAN,
2020-11-10,CEMTS,
2020-11-10,ECILC,
2020-11-10,DOHOL,
2020-11-10,CIMSA,
2020-11-10,DOAS,
2020-11-10,GARAN,
2020-11-10,BERA,
2020-11-10,BRISA,
2020-11-10,BIMAS,
2020-11-10,BUCIM,
2020-11-10,ASELS,
2020-11-10,AYGAZ,
2020-11-10,ARCLK,
2020-11-10,YKBNK,
2020-11-10,VAKBN,
2020-11-10,ULKER,
2020-11-10,VESTL,
2020-11-10,VESBE,
2020-11-10,ENJSA,
2020-11-10,EKGYO,
2020-11-10,GUBRF,
2020-11-10,MPARK,
2020-11-10,ODAS,
2020-11-10,MGROS,
2020-11-10,LOGO,
2020-11-10,ISGYO,
2020-11-10,KCHOL,
2020-11-10,HEKTS,
2020-11-10,HALKB,
2020-11-10,THYAO,
2020-11-10,SOKM,
2020-11-10,TCELL,
2020-11-10,TAVHL,
2020-11-10,SISE,
2020-11-10,SAHOL,
2020-11-10,SKBNK,
2020-11-10,PETKM,
2020-11-10,TKNSA,
2020-11-10,INDES,
2020-11-10,DGATE,
2020-11-10,TUPRS,
2020-11-10,TOASO,
2020-11-10,TTRAK,
2020-11-10,KRDMD,
2020-11-10,ISCTR,
2020-11-10,TTKOM,
2020-11-10,ZOREN,
2020-11-10,OTKAR,
2020-11-11,AEFES,
2020-11-11,AGHOL,
2020-11-11,AKSA,
2020-11-11,EREGL,
2020-11-11,FROTO,
2020-11-11,BTCIM,
2020-11-11,CCOLA,
2020-11-11,PAPIL,
2020-11-11,TURSG,
2020-11-11,TKFEN,
2020-11-11,OYAKC,
2020-11-11,PGSUS,
2020-11-11,SASA,
2020-11-11,MAVI,
2020-11-11,BRYAT,
2020-11-11,AKFGY,
2020-11-11,AGESA,
2020-11-11,AKBNK,
2020-11-11,ASUZU,
2020-11-11,AKSEN,
2020-11-11,ANHYT,
2020-11-11,ALARK,
2020-11-11,ENKAI,
2020-11-11,EGEEN,
2020-11-11,BRSAN,
2020-11-11,CEMTS,
2020-11-11,ECILC,
2020-11-11,DOHOL,
2020-11-11,CIMSA,
2020-11-11,DOAS,
2020-11-11,GARAN,
2020-11-11,BERA,
2020-11-11,BRISA,
2020-11-11,BIMAS,
2020-11-11,BUCIM,
2020-11-11,ASELS,
2020-11-11,AYGAZ,
2020-11-11,ARCLK,
2020-11-11,YKBNK,
2020-11-11,VAKBN,
2020-11-11,ULKER,
2020-11-11,VESTL,
2020-11-11,VESBE,
2020-11-11,ENJSA,
2020-11-11,EKGYO,
2020-11-11,GUBRF,
2020-11-11,MPARK,
2020-11-11,ODAS,
2020-11-11,MGROS,
2020-11-11,LOGO,
2020-11-11,ISGYO,
2020-11-11,KCHOL,
2020-11-11,HEKTS,
2020-11-11,HALKB,
2020-11-11,THYAO,
2020-11-11,SOKM,
2020-11-11,TCELL,
2020-11-11,TAVHL,
2020-11-11,SISE,
2020-11-11,SAHOL,
2020-11-11,SKBNK,
2020-11-11,PETKM,
2020-11-11,TKNSA,
2020-11-11,INDES,
2020-11-11,DGATE,
2020-11-11,TUPRS,
2020-11-11,TOASO,
2020-11-11,TTRAK,
2020-11-11,KRDMD,
2020-11-11,ISCTR,
2020-11-11,TTKOM,
2020-11-11,ZOREN,
2020-11-11,OTKAR,
2020-11-12,AEFES,
2020-11-12,AGHOL,
2020-11-12,AKSA,
2020-11-12,EREGL,
2020-11-12,FROTO,
2020-11-12,BTCIM,
2020-11-12,CCOLA,
2020-11-12,PAPIL,
2020-11-12,TURSG,
2020-11-12,TKFEN,
2020-11-12,OYAKC,
2020-11-12,PGSUS,
2020-11-12,SASA,
2020-11-12,MAVI,
2020-11-12,BRYAT,
2020-11-12,AKFGY,
2020-11-12,AGESA,
2020-11-12,AKBNK,
2020-11-12,ASUZU,
2020-11-12,AKSEN,
2020-11-12,ANHYT,
2020-11-12,ALARK,
2020-11-12,ENKAI,
2020-11-12,EGEEN,
2020-11-12,BRSAN,
2020-11-12,CEMTS,
2020-11-12,ECILC,
2020-11-12,DOHOL,
2020-11-12,CIMSA,
2020-11-12,DOAS,
2020-11-12,GARAN,
2020-11-12,BERA,
2020-11-12,BRISA,
2020-11-12,BIMAS,
2020-11-12,BUCIM,
2020-11-12,ASELS,
2020-11-12,AYGAZ,
2020-11-12,ARCLK,
2020-11-12,YKBNK,
2020-11-12,VAKBN,
2020-11-12,ULKER,
2020-11-12,VESTL,
2020-11-12,VESBE,
2020-11-12,ENJSA,
2020-11-12,EKGYO,
2020-11-12,GUBRF,
2020-11-12,MPARK,
2020-11-12,ODAS,
2020-11-12,MGROS,
2020-11-12,LOGO,
2020-11-12,ISGYO,
2020-11-12,KCHOL,
2020-11-12,HEKTS,
2020-11-12,HALKB,
2020-11-12,THYAO,
2020-11-12,SOKM,
2020-11-12,TCELL,
2020-11-12,TAVHL,
2020-11-12,SISE,
2020-11-12,SAHOL,
2020-11-12,SKBNK,
2020-11-12,PETKM,
2020-11-12,TKNSA,
2020-11-12,INDES,
2020-11-12,DGATE,
2020-11-12,TUPRS,
2020-11-12,TOASO,
2020-11-12,TTRAK,
2020-11-12,KRDMD,
2020-11-12,ISCTR,
2020-11-12,TTKOM,
2020-11-12,ZOREN,
2020-11-12,OTKAR,
2020-11-13,AEFES,
2020-11-13,AGHOL,
2020-11-13,AKSA,
2020-11-13,EREGL,
2020-11-13,FROTO,
2020-11-13,BTCIM,
2020-11-13,CCOLA,
2020-11-13,PAPIL,
2020-11-13,TURSG,
2020-11-13,TKFEN,
2020-11-13,OYAKC,
2020-11-13,PGSUS,
2020-11-13,SASA,
2020-11-13,MAVI,
2020-11-13,BRYAT,
2020-11-13,AKFGY,
2020-11-13,AGESA,
2020-11-13,AKBNK,
2020-11-13,ASUZU,
2020-11-13,AKSEN,
2020-11-13,ANHYT,
2020-11-13,ALARK,
2020-11-13,ENKAI,
2020-11-13,EGEEN,
2020-11-13,BRSAN,
2020-11-13,CEMTS,
2020-11-13,ECILC,
2020-11-13,DOHOL,
2020-11-13,CIMSA,
2020-11-13,DOAS,
2020-11-13,GARAN,
2020-11-13,BERA,
2020-11-13,BRISA,
2020-11-13,BIMAS,
2020-11-13,BUCIM,
2020-11-13,ASELS,
2020-11-13,AYGAZ,
2020-11-13,ARCLK,
2020-11-13,YKBNK,
2020-11-13,VAKBN,
2020-11-13,ULKER,
2020-11-13,VESTL,
2020-11-13,VESBE,
2020-11-13,ENJSA,
2020-11-13,EKGYO,
2020-11-13,GUBRF,
2020-11-13,MPARK,
2020-11-13,ODAS,
2020-11-13,MGROS,
2020-11-13,LOGO,
2020-11-13,ISGYO,
2020-11-13,KCHOL,
2020-11-13,HEKTS,
2020-11-13,HALKB,
2020-11-13,THYAO,
2020-11-13,SOKM,
2020-11-13,TCELL,
2020-11-13,TAVHL,
2020-11-13,SISE,
2020-11-13,SAHOL,
2020-11-13,SKBNK,
2020-11-13,PETKM,
2020-11-13,TKNSA,
2020-11-13,INDES,
2020-11-13,DGATE,
2020-11-13,TUPRS,
2020-11-13,TOASO,
2020-11-13,TTRAK,
2020-11-13,KRDMD,
2020-11-13,ISCTR,
2020-11-13,TTKOM,
2020-11-13,ZOREN,
2020-11-13,OTKAR,
2020-11-16,AEFES,
2020-11-16,AGHOL,
2020-11-16,AKSA,
2020-11-16,EREGL,
2020-11-16,FROTO,
2020-11-16,BTCIM,
2020-11-16,CCOLA,
2020-11-16,PAPIL,
2020-11-16,TURSG,
2020-11-16,TKFEN,
2020-11-16,OYAKC,
2020-11-16,PGSUS,
2020-11-16,SASA,
2020-11-16,MAVI,
2020-11-16,BRYAT,
2020-11-16,AKFGY,
2020-11-16,AGESA,
2020-11-16,AKBNK,
2020-11-16,ASUZU,
2020-11-16,AKSEN,
2020-11-16,ANHYT,
2020-11-16,ALARK,
2020-11-16,ENKAI,
2020-11-16,EGEEN,
2020-11-16,BRSAN,
2020-11-16,CEMTS,
2020-11-16,ECILC,
2020-11-16,DOHOL,
2020-11-16,CIMSA,
2020-11-16,DOAS,
2020-11-16,GARAN,
2020-11-16,BERA,
2020-11-16,BRISA,
2020-11-16,BIMAS,
2020-11-16,BUCIM,
2020-11-16,ASELS,
2020-11-16,AYGAZ,
2020-11-16,ARCLK,
2020-11-16,YKBNK,
2020-11-16,VAKBN,
2020-11-16,ULKER,
2020-11-16,VESTL,
2020-11-16,VESBE,
2020-11-16,ENJSA,
2020-11-16,EKGYO,
2020-11-16,GUBRF,
2020-11-16,MPARK,
2020-11-16,ODAS,
2020-11-16,MGROS,
2020-11-16,LOGO,
2020-11-16,ISGYO,
2020-11-16,KCHOL,
2020-11-16,HEKTS,
2020-11-16,HALKB,
2020-11-16,THYAO,
2020-11-16,SOKM,
2020-11-16,TCELL,
2020-11-16,TAVHL,
2020-11-16,SISE,
2020-11-16,SAHOL,
2020-11-16,SKBNK,
2020-11-16,PETKM,
2020-11-16,TKNSA,
2020-11-16,INDES,
2020-11-16,DGATE,
2020-11-16,TUPRS,
2020-11-16,TOASO,
2020-11-16,TTRAK,
2020-11-16,KRDMD,
2020-11-16,ISCTR,
2020-11-16,TTKOM,
2020-11-16,ZOREN,
2020-11-16,OTKAR,
