ticker_a,ticker_b,nonlinear_excess
GL,HIG,0.20327917358650058
AFL,GL,0.19156222819583266
MET,GL,0.176915629639869
L,GL,0.16438458670598513
PRU,GL,0.1616786583151934
ORCL,SNPS,0.14236097939777903
PFG,GL,0.1328699296824542
CINF,GL,0.12306385914881462
TRV,GL,0.1178838248836197
AIG,GL,0.11672966992658804
GL,HBAN,0.11009971141530106
XYL,CARR,0.1088672969854429
GRMN,CARR,0.10833414448470409
RF,GL,0.10726276964979961
