source,target,distance,correlation
A,GRMN,0.4899637142192002,0.879967779374263
A,TMO,0.49143052210445126,0.8792480209720732
A,V,0.5200597672433513,0.8647689192473956
NVDA,SW,0.48635956306388395,0.881727187708154
NVDA,APD,0.5680328965004198,0.8386693142466717
NTRS,ZBRA,0.3499332439335149,0.9387733623950836
NTRS,BEN,0.3516275389744087,0.9381790369174003
NTRS,NKE,0.4730493198751416,0.888112170482833
NTRS,SW,0.47448034723705407,0.8874342000429023
NTRS,EL,0.5098762486332099,0.8700131055398626
NTAP,NCLH,0.595995908744176,0.822394438380102
NTAP,TSLA,0.8684288031824131,0.6229157069015808
NSC,JCI,0.3141344817665713,0.9506597636826238
NSC,CSX,0.4009534202481755,0.919618177395645
NSC,HD,0.5034847243315788,0.8732515661823771
NRG,GPN,0.6604233917452795,0.7819204718178305
NOC,IRM,0.7057522745409689,0.7509568634901245
NKE,MTD,0.5751179326450241,0.8346196817750567
NI,ATO,0.5445757893387015,0.851718604833065
NI,OMC,0.5587300182943089,0.8439103833284206
NFLX,SATS,0.32018503504692714,0.948740771665999
NFLX,XYZ,0.4283766591411525,0.9082467189515324
NEM,PNW,0.5754088304568149,0.8344523389161602
NEM,LMT,0.6306830082281984,0.8011194715661151
NEE,ES,0.4772290465147973,0.8861262185812887
NEE,AES,0.5184728002031405,0.8655929777247572
NDSN,PNR,0.4571028674382754,0.8955284842898532
NDSN,WAB,0.4807772512392501,0.8844266173454155
NDSN,CTAS,0.5230773433678023,0.8631950464276411
NDSN,PAYX,0.5616000876440508,0.8423026707790973
NDAQ,ORCL,0.5026671750385591,0.8736628555693773
NDAQ,FDS,0.5114957125398861,0.8691860680266571
NCLH,ROK,0.39830166297130665,0.9206778926371458
NCLH,CCL,0.4114875745914214,0.9153389879784347
NCLH,DDOG,0.45702574134280805,0.8955637358750284
NCLH,GPN,0.625809687364188,0.8041811176005687
TAP,CI,0.7639110961204211,0.7082199186120484
MU,AMAT,0.4267684960196281,0.9089343254025724
MSI,INTU,0.597327929220857,0.8215996724863615
MSFT,TROW,0.5351053225375169,0.85683114689601
MSFT,LITE,0.6218431431984469,0.8066555526285379
MSFT,GNRC,0.7116621903437793,0.7467684634175472
MSCI,TMUS,0.6763003205204834,0.7713089382319457
MSCI,NOW,0.7224984325699552,0.738998007466979
MS,GS,0.2624054862588115,0.9655716803906383
MS,C,0.26975132968185966,0.9636171100674343
MRNA,GRMN,0.6334295875122775,0.799383478832013
MRK,V,0.5273015491512697,0.8609765381313356
MRK,WAT,0.6887717207915396,0.7627967583189307
MPWR,AMCR,0.6403430215489485,0.7949804073767814
MOS,MO,0.447372307138963,0.8999290094025807
MNST,SHW,0.6565497817891544,0.7844711920163069
MKC,UNP,0.5026287469721983,0.873682171358579
MGM,RCL,0.433599948863427,0.9059955421728167
NUE,STLD,0.5055796907958388,0.872194588127392
NUE,RCL,0.5213308080625296,0.8641070942824349
NUE,TGT,0.6069571805746864,0.8158014904744137
NVR,PHM,0.2800399756478007,0.9607888060195896
NVR,AMD,0.6546833905763426,0.785694829051732
MET,PRU,0.3320147070380638,0.9448831171552143
MET,CPAY,0.4441198863478825,0.901378763275172
NWSA,GLW,0.5222802674814604,0.8636116610997471
NWSA,HPE,0.631745117979938,0.8004490529542571
NWSA,FOXA,0.668653584306995,0.7764511920967042
PPL,ABT,0.5485642966414132,0.8495386062251559
PPL,FICO,0.5581564141684306,0.8442307086613197
PPL,KMB,0.670090369610271,0.7754894482777852
PPG,ITW,0.40308372014747335,0.9187617572760367
POOL,FAST,0.5367929686496102,0.8559266544041693
PNC,RF,0.21067153193091942,0.9778087528169398
PNC,GS,0.2916695887877712,0.9574644254881862
PNC,TXN,0.37989133910978573,0.9278412852346869
PM,MAA,0.5943887611102574,0.8233510003329066
PLD,GL,0.6346726569309985,0.7985953092720736
PKG,TDY,0.523603610189948,0.8629196296980265
PH,IR,0.3562355695030183,0.9365481095104301
PH,APH,0.4195052895889072,0.9120076560034636
PH,AMP,0.42393397466458416,0.9101399925625439
PH,CRH,0.4314885544646727,0.9069088136829936
PGR,CME,0.7324478114876696,0.7317601017234616
PGR,WEC,0.7325048861779913,0.731718295862684
PG,AEE,0.5575362361073288,0.8445766727136365
PFG,SNA,0.4621502627967671,0.8932085672984396
PFG,AIG,0.5005664092169655,0.8747166349818167
PFE,TJX,0.7007050974804332,0.7545061831824683
PEP,FIS,0.6519477646260851,0.7874820560995254
PCG,FE,0.7662192342298204,0.7064540425481338
PCAR,CMI,0.41388871454500786,0.9143480659861405
PCAR,IEX,0.48215192082848346,0.8837647626207019
PAYX,JKHY,0.617840836849363,0.8091363501606395
PANW,IT,0.6303752743204469,0.8013135067627106
OXY,FANG,0.37682032697344825,0.9290032205898118
OXY,TKO,0.5383318630181652,0.8550994026296957
ORLY,AZO,0.4733315758554752,0.8879786096490863
ORLY,CNP,0.546531713090732,0.8506515432930549
ORLY,BSX,0.5603710676379349,0.8429921332771605
ORLY,MRSH,0.5881089111596249,0.8270639543073202
ORLY,EQT,0.6823676477014848,0.7671871966851711
ORCL,J,0.7077721314941423,0.7495293049401193
ON,MCHP,0.4024260384455912,0.9190266417904938
ON,KDP,0.7182649216904603,0.7420477511344985
OMC,FE,0.5210112117404508,0.8642736586203735
OMC,GD,0.5895643698933077,0.8262069268761535
OKE,SLB,0.442547091073884,0.9020760360910217
ODFL,CDW,0.4875279777448575,0.8811582354580049
NXPI,BEN,0.28390397532352907,0.9596992663977485
NXPI,TFC,0.368281703711066,0.9321842933558373
NXPI,APTV,0.5369617679437131,0.855836029883381
META,EPAM,0.5824772853637844,0.8303601060176182
META,SBUX,0.5874274574410528,0.82746449112217
MDT,D,0.6345481353901273,0.7986743319364563
MDT,HCA,0.6447395843906548,0.7921554341598829
MDT,JKHY,0.6596537724339483,0.7824284502568304
MDT,PODD,0.6654943623529564,0.778558626838216
MDT,RMD,0.6714548915558745,0.7745741643028444
INCY,MCO,0.5801275142926307,0.8317260335803268
KLAC,AMAT,0.5464984374158933,0.8506697289509935
KHC,DOW,0.38448954119817563,0.9260838963546082
KHC,CAG,0.5438348913702078,0.8521218054641772
KHC,TSN,0.580613904194353,0.8314437471280953
KHC,WTW,0.5862246529520218,0.8281703281356408
KMI,BKR,0.4384363019959429,0.9038868045460612
KIM,FRT,0.38773100515521497,0.9248323338206633
KIM,HWM,0.45988721532643884,0.8942518745896468
KIM,ICE,0.517544330073566,0.8660739332043519
KIM,GL,0.5252048891950081,0.8620799121828296
