source,target,te_forward,te_backward,net_te,dominant_direction
STLD,CMI,0.0,0.007962,-0.007962,CMI->STLD
CRM,CIEN,0.007962,0.0,0.007962,CRM->CIEN
MAA,MMM,0.0,0.007962,-0.007962,MMM->MAA
TJX,AFL,0.0,0.007962,-0.007962,AFL->TJX
RJF,EXC,0.007962,0.0,0.007962,RJF->EXC
TRMB,BKR,0.0,0.007962,-0.007962,BKR->TRMB
XYL,HPE,0.0,0.007961,-0.007961,HPE->XYL
CMCSA,STZ,0.007961,0.0,0.007961,CMCSA->STZ
COP,AVY,0.0,0.007961,-0.007961,AVY->COP
POOL,COO,0.007961,0.0,0.007961,POOL->COO
FTV,FDS,0.007961,0.0,0.007961,FTV->FDS
IQV,CAH,0.00796,0.0,0.00796,IQV->CAH
COF,GD,0.00796,0.0,0.00796,COF->GD
SYK,HWM,0.0,0.00796,-0.00796,HWM->SYK
RSG,LNT,0.0,0.00796,-0.00796,LNT->RSG
NCLH,AFL,0.0,0.00796,-0.00796,AFL->NCLH
WRB,BDX,0.00796,0.0,0.00796,WRB->BDX
META,GLW,0.00796,0.0,0.00796,META->GLW
TDY,GEN,0.00796,0.0,0.00796,TDY->GEN
CASY,BR,0.007959,0.0,0.007959,CASY->BR
CTAS,FTV,0.0,0.007959,-0.007959,FTV->CTAS
CI,IBM,0.0,0.007959,-0.007959,IBM->CI
CB,AXP,0.0,0.007959,-0.007959,AXP->CB
ORLY,SRE,0.007959,0.0,0.007959,ORLY->SRE
PRU,AMZN,0.0,0.007959,-0.007959,AMZN->PRU
MAA,ROST,0.007959,0.0,0.007959,MAA->ROST
SBAC,ADP,0.0,0.007959,-0.007959,ADP->SBAC
PAYX,BKNG,0.0,0.007959,-0.007959,BKNG->PAYX
NVR,PEP,0.0,0.007959,-0.007959,PEP->NVR
COP,AME,0.007959,0.0,0.007959,COP->AME
MNST,TROW,0.0,0.007959,-0.007959,TROW->MNST
FTNT,FANG,0.0,0.007959,-0.007959,FANG->FTNT
CTSH,BAC,0.007959,0.0,0.007959,CTSH->BAC
KKR,MA,0.007958,0.0,0.007958,KKR->MA
CHTR,GS,0.0,0.007958,-0.007958,GS->CHTR
NVR,FE,0.0,0.007958,-0.007958,FE->NVR
KEYS,CVS,0.0,0.007958,-0.007958,CVS->KEYS
GWW,TDG,0.007958,0.0,0.007958,GWW->TDG
TMO,IR,0.0,0.007958,-0.007958,IR->TMO
WTW,BEN,0.007958,0.0,0.007958,WTW->BEN
PAYX,CI,0.007957,0.0,0.007957,PAYX->CI
MNST,LHX,0.007957,0.0,0.007957,MNST->LHX
OKE,GE,0.0,0.007957,-0.007957,GE->OKE
CI,DVN,0.007957,0.0,0.007957,CI->DVN
VEEV,ACGL,0.007957,0.0,0.007957,VEEV->ACGL
MLM,ECL,0.007957,0.0,0.007957,MLM->ECL
NRG,AMAT,0.007956,0.0,0.007956,NRG->AMAT
CHTR,HON,0.0,0.007956,-0.007956,HON->CHTR
CVX,ALL,0.0,0.007956,-0.007956,ALL->CVX
XYL,ROL,0.0,0.007956,-0.007956,ROL->XYL
GOOGL,DXCM,0.007956,0.0,0.007956,GOOGL->DXCM
EW,ECL,0.0,0.007956,-0.007956,ECL->EW
MLM,TSCO,0.007956,0.0,0.007956,MLM->TSCO
XYL,RF,0.0,0.007956,-0.007956,RF->XYL
KIM,PEG,0.0,0.007956,-0.007956,PEG->KIM
IBM,DD,0.007956,0.0,0.007956,IBM->DD
GM,EPAM,0.007955,0.0,0.007955,GM->EPAM
ULTA,FAST,0.0,0.007955,-0.007955,FAST->ULTA
WMT,SPGI,0.007955,0.0,0.007955,WMT->SPGI
SO,GPC,0.007955,0.0,0.007955,SO->GPC
WM,STLD,0.0,0.007955,-0.007955,STLD->WM
PYPL,CARR,0.007955,0.0,0.007955,PYPL->CARR
ADM,DDOG,0.0,0.007955,-0.007955,DDOG->ADM
PPL,BX,0.007955,0.0,0.007955,PPL->BX
NXPI,FTNT,0.0,0.007955,-0.007955,FTNT->NXPI
MRSH,AMD,0.007954,0.0,0.007954,MRSH->AMD
STLD,EXPE,0.007954,0.0,0.007954,STLD->EXPE
VZ,BXP,0.0,0.007954,-0.007954,BXP->VZ
INVH,FTNT,0.007954,0.0,0.007954,INVH->FTNT
PCAR,TGT,0.007954,0.0,0.007954,PCAR->TGT
TYL,ROST,0.007954,0.0,0.007954,TYL->ROST
MSFT,MDLZ,0.0,0.007953,-0.007953,MDLZ->MSFT
NDSN,MCO,0.007953,0.0,0.007953,NDSN->MCO
MLM,CB,0.0,0.007953,-0.007953,CB->MLM
UPS,ECL,0.0,0.007953,-0.007953,ECL->UPS
GDDY,DD,0.0,0.007953,-0.007953,DD->GDDY
PFG,GOOGL,0.007953,0.0,0.007953,PFG->GOOGL
WYNN,C,0.007953,0.0,0.007953,WYNN->C
MA,XOM,0.007953,0.0,0.007953,MA->XOM
NOW,AFL,0.0,0.007952,-0.007952,AFL->NOW
ISRG,VRT,0.007952,0.0,0.007952,ISRG->VRT
PPL,RVTY,0.0,0.007952,-0.007952,RVTY->PPL
ALLE,DVN,0.007952,0.0,0.007952,ALLE->DVN
RCL,BKR,0.007952,0.0,0.007952,RCL->BKR
NVDA,O,0.0,0.007952,-0.007952,O->NVDA
SRE,IBKR,0.0,0.007952,-0.007952,IBKR->SRE
COP,ECL,0.007952,0.0,0.007952,COP->ECL
CI,DRI,0.007952,0.0,0.007952,CI->DRI
IRM,GWW,0.0,0.007952,-0.007952,GWW->IRM
SBAC,APTV,0.007951,0.0,0.007951,SBAC->APTV
META,LNT,0.0,0.007951,-0.007951,LNT->META
SWK,BSX,0.007951,0.0,0.007951,SWK->BSX
PM,DTE,0.0,0.007951,-0.007951,DTE->PM
NEE,SO,0.0,0.007951,-0.007951,SO->NEE
PNW,TXT,0.0,0.007951,-0.007951,TXT->PNW
PSA,IDXX,0.0,0.007951,-0.007951,IDXX->PSA
ROP,AMD,0.007951,0.0,0.007951,ROP->AMD
PCG,LYV,0.0,0.007951,-0.007951,LYV->PCG
WMT,FIS,0.0,0.007951,-0.007951,FIS->WMT
GNRC,DTE,0.00795,0.0,0.00795,GNRC->DTE
LOW,IEX,0.00795,0.0,0.00795,LOW->IEX
FTNT,EOG,0.0,0.00795,-0.00795,EOG->FTNT
RSG,DLR,0.0,0.00795,-0.00795,DLR->RSG
GOOGL,EQIX,0.00795,0.0,0.00795,GOOGL->EQIX
ITW,AEP,0.00795,0.0,0.00795,ITW->AEP
NUE,BKNG,0.00795,0.0,0.00795,NUE->BKNG
ZBRA,CPB,0.0,0.007949,-0.007949,CPB->ZBRA
VRSK,SPG,0.0,0.007949,-0.007949,SPG->VRSK
PLD,COHR,0.007949,0.0,0.007949,PLD->COHR
UNP,DXCM,0.0,0.007949,-0.007949,DXCM->UNP
WFC,SRE,0.0,0.007948,-0.007948,SRE->WFC
MSFT,MS,0.0,0.007948,-0.007948,MS->MSFT
IVZ,FITB,0.007948,0.0,0.007948,IVZ->FITB
COHR,DELL,0.007948,0.0,0.007948,COHR->DELL
PG,ETN,0.007947,0.0,0.007947,PG->ETN
BA,APTV,0.007947,0.0,0.007947,BA->APTV
GWW,DG,0.007947,0.0,0.007947,GWW->DG
MCK,BR,0.007947,0.0,0.007947,MCK->BR
ALGN,CVS,0.007947,0.0,0.007947,ALGN->CVS
INTC,EOG,0.0,0.007947,-0.007947,EOG->INTC
NTAP,FIX,0.0,0.007946,-0.007946,FIX->NTAP
UBER,FTNT,0.007946,0.0,0.007946,UBER->FTNT
ODFL,SWK,0.0,0.007946,-0.007946,SWK->ODFL
WELL,MMM,0.007946,0.0,0.007946,WELL->MMM
PGR,GNRC,0.007946,0.0,0.007946,PGR->GNRC
MAR,DAL,0.007946,0.0,0.007946,MAR->DAL
IQV,CLX,0.007946,0.0,0.007946,IQV->CLX
PFG,AEP,0.007945,0.0,0.007945,PFG->AEP
HD,CRWD,0.007945,0.0,0.007945,HD->CRWD
WSM,CVNA,0.007945,0.0,0.007945,WSM->CVNA
BF-B,BEN,0.0,0.007945,-0.007945,BEN->BF-B
TRV,DD,0.0,0.007945,-0.007945,DD->TRV
CAH,OTIS,0.0,0.007945,-0.007945,OTIS->CAH
NCLH,PRU,0.007945,0.0,0.007945,NCLH->PRU
LULU,CMI,0.0,0.007944,-0.007944,CMI->LULU
LVS,WELL,0.007944,0.0,0.007944,LVS->WELL
PM,CSGP,0.0,0.007944,-0.007944,CSGP->PM
DHI,CPAY,0.007944,0.0,0.007944,DHI->CPAY
TGT,GOOGL,0.0,0.007944,-0.007944,GOOGL->TGT
MTB,USB,0.007944,0.0,0.007944,MTB->USB
CNC,DHR,0.007944,0.0,0.007944,CNC->DHR
ADBE,APA,0.0,0.007944,-0.007944,APA->ADBE
SYK,APA,0.0,0.007944,-0.007944,APA->SYK
ALL,GM,0.007944,0.0,0.007944,ALL->GM
EQR,DVN,0.0,0.007944,-0.007944,DVN->EQR
CIEN,XOM,0.007943,0.0,0.007943,CIEN->XOM
TRV,KO,0.007943,0.0,0.007943,TRV->KO
MSFT,PPL,0.0,0.007943,-0.007943,PPL->MSFT
CHTR,AAPL,0.0,0.007943,-0.007943,AAPL->CHTR
OKE,AIZ,0.0,0.007942,-0.007942,AIZ->OKE
INTU,WDC,0.0,0.007942,-0.007942,WDC->INTU
NOC,CASY,0.0,0.007942,-0.007942,CASY->NOC
MAR,STT,0.007942,0.0,0.007942,MAR->STT
TT,DECK,0.0,0.007942,-0.007942,DECK->TT
IBKR,XYZ,0.0,0.007942,-0.007942,XYZ->IBKR
WDC,SYK,0.007941,0.0,0.007941,WDC->SYK
BG,AMT,0.0,0.007941,-0.007941,AMT->BG
COR,CTAS,0.0,0.007941,-0.007941,CTAS->COR
WYNN,TMO,0.007941,0.0,0.007941,WYNN->TMO
USB,SBUX,0.007941,0.0,0.007941,USB->SBUX
LYV,WELL,0.007941,0.0,0.007941,LYV->WELL
CRL,GPC,0.0,0.00794,-0.00794,GPC->CRL
WAT,CHTR,0.00794,0.0,0.00794,WAT->CHTR
ROST,SRE,0.0,0.00794,-0.00794,SRE->ROST
VZ,AIZ,0.00794,0.0,0.00794,VZ->AIZ
LEN,AXON,0.0,0.007939,-0.007939,AXON->LEN
PFG,AJG,0.007939,0.0,0.007939,PFG->AJG
TJX,FAST,0.0,0.007939,-0.007939,FAST->TJX
INVH,COHR,0.007939,0.0,0.007939,INVH->COHR
PG,CF,0.007939,0.0,0.007939,PG->CF
TJX,HST,0.0,0.007939,-0.007939,HST->TJX
REG,BG,0.0,0.007939,-0.007939,BG->REG
LNT,HII,0.0,0.007939,-0.007939,HII->LNT
PWR,BRO,0.007939,0.0,0.007939,PWR->BRO
MRK,COO,0.007939,0.0,0.007939,MRK->COO
TRGP,O,0.007938,0.0,0.007938,TRGP->O
AAPL,BAX,0.0,0.007938,-0.007938,BAX->AAPL
NOC,ROP,0.007938,0.0,0.007938,NOC->ROP
NI,KKR,0.0,0.007937,-0.007937,KKR->NI
TRMB,CRM,0.0,0.007937,-0.007937,CRM->TRMB
ACGL,EL,0.0,0.007937,-0.007937,EL->ACGL
JNJ,FSLR,0.0,0.007937,-0.007937,FSLR->JNJ
SWKS,MMM,0.007937,0.0,0.007937,SWKS->MMM
ADM,DVA,0.007937,0.0,0.007937,ADM->DVA
XOM,FRT,0.0,0.007937,-0.007937,FRT->XOM
XYZ,COF,0.007937,0.0,0.007937,XYZ->COF
BK,ADBE,0.0,0.007936,-0.007936,ADBE->BK
TPR,ROST,0.007936,0.0,0.007936,TPR->ROST
NEE,ACGL,0.007936,0.0,0.007936,NEE->ACGL
REGN,COO,0.007936,0.0,0.007936,REGN->COO
YUM,DAL,0.0,0.007936,-0.007936,DAL->YUM
WAB,BR,0.0,0.007936,-0.007936,BR->WAB
RJF,AIG,0.0,0.007935,-0.007935,AIG->RJF
BKR,AVY,0.0,0.007935,-0.007935,AVY->BKR
OMC,VRSK,0.0,0.007935,-0.007935,VRSK->OMC
MAR,LHX,0.0,0.007934,-0.007934,LHX->MAR
SNA,AIG,0.0,0.007934,-0.007934,AIG->SNA
LUV,EOG,0.0,0.007934,-0.007934,EOG->LUV
CAT,GL,0.007934,0.0,0.007934,CAT->GL
KKR,IT,0.0,0.007934,-0.007934,IT->KKR
PPG,ETR,0.007934,0.0,0.007934,PPG->ETR
KDP,CME,0.0,0.007934,-0.007934,CME->KDP
ADBE,DOC,0.007933,0.0,0.007933,ADBE->DOC
GL,HCA,0.0,0.007933,-0.007933,HCA->GL
MSCI,MPWR,0.007933,0.0,0.007933,MSCI->MPWR
TECH,HSY,0.0,0.007933,-0.007933,HSY->TECH
MOS,TDY,0.0,0.007933,-0.007933,TDY->MOS
TTWO,REG,0.0,0.007932,-0.007932,REG->TTWO
AJG,HST,0.0,0.007932,-0.007932,HST->AJG
SYF,DTE,0.0,0.007932,-0.007932,DTE->SYF
VTRS,ALB,0.0,0.007932,-0.007932,ALB->VTRS
PPL,IVZ,0.007932,0.0,0.007932,PPL->IVZ
JKHY,MAA,0.0,0.007932,-0.007932,MAA->JKHY
OXY,TSCO,0.0,0.007931,-0.007931,TSCO->OXY
O,CCL,0.0,0.007931,-0.007931,CCL->O
TDY,ADBE,0.0,0.007931,-0.007931,ADBE->TDY
TXN,CVS,0.0,0.007931,-0.007931,CVS->TXN
WFC,SYK,0.0,0.007931,-0.007931,SYK->WFC
RL,EXPD,0.0,0.007931,-0.007931,EXPD->RL
HPE,CRWD,0.0,0.007931,-0.007931,CRWD->HPE
GLW,EIX,0.0,0.00793,-0.00793,EIX->GLW
VLO,VICI,0.0,0.00793,-0.00793,VICI->VLO
BXP,EL,0.00793,0.0,0.00793,BXP->EL
MDT,TRV,0.00793,0.0,0.00793,MDT->TRV
ICE,DD,0.0,0.00793,-0.00793,DD->ICE
SPGI,AZO,0.00793,0.0,0.00793,SPGI->AZO
COHR,CVS,0.00793,0.0,0.00793,COHR->CVS
LHX,WM,0.00793,0.0,0.00793,LHX->WM
V,EFX,0.007929,0.0,0.007929,V->EFX
ICE,WST,0.0,0.007929,-0.007929,WST->ICE
SNPS,ERIE,0.0,0.007929,-0.007929,ERIE->SNPS
PSA,COF,0.0,0.007929,-0.007929,COF->PSA
RMD,TKO,0.007929,0.0,0.007929,RMD->TKO
HSIC,EQIX,0.007929,0.0,0.007929,HSIC->EQIX
TRGP,BKR,0.0,0.007928,-0.007928,BKR->TRGP
TDG,ACN,0.0,0.007928,-0.007928,ACN->TDG
INVH,GILD,0.0,0.007928,-0.007928,GILD->INVH
PWR,ALB,0.007928,0.0,0.007928,PWR->ALB
MA,GM,0.007928,0.0,0.007928,MA->GM
CVNA,FSLR,0.0,0.007928,-0.007928,FSLR->CVNA
KKR,PSA,0.007928,0.0,0.007928,KKR->PSA
PSX,HAL,0.007927,0.0,0.007927,PSX->HAL
HD,DECK,0.007927,0.0,0.007927,HD->DECK
JKHY,AXON,0.0,0.007927,-0.007927,AXON->JKHY
TXT,CB,0.007927,0.0,0.007927,TXT->CB
ORLY,ROP,0.0,0.007927,-0.007927,ROP->ORLY
NDAQ,TKO,0.007927,0.0,0.007927,NDAQ->TKO
KDP,ISRG,0.007927,0.0,0.007927,KDP->ISRG
VEEV,TMO,0.007927,0.0,0.007927,VEEV->TMO
TMUS,TGT,0.007927,0.0,0.007927,TMUS->TGT
VTR,GOOGL,0.0,0.007927,-0.007927,GOOGL->VTR
BKR,HII,0.0,0.007926,-0.007926,HII->BKR
WM,DOV,0.0,0.007926,-0.007926,DOV->WM
IBKR,EA,0.007926,0.0,0.007926,IBKR->EA
NDAQ,CMCSA,0.0,0.007926,-0.007926,CMCSA->NDAQ
HCA,COO,0.007926,0.0,0.007926,HCA->COO
MA,COST,0.0,0.007926,-0.007926,COST->MA
ALB,AKAM,0.0,0.007925,-0.007925,AKAM->ALB
VICI,TMO,0.007925,0.0,0.007925,VICI->TMO
WY,AMD,0.0,0.007925,-0.007925,AMD->WY
TER,HSY,0.007925,0.0,0.007925,TER->HSY
PM,TER,0.007925,0.0,0.007925,PM->TER
BBY,CSGP,0.0,0.007925,-0.007925,CSGP->BBY
CL,ESS,0.007925,0.0,0.007925,CL->ESS
NUE,WFC,0.0,0.007925,-0.007925,WFC->NUE
AFL,EQIX,0.0,0.007925,-0.007925,EQIX->AFL
JCI,FICO,0.0,0.007925,-0.007925,FICO->JCI
BR,CVNA,0.007924,0.0,0.007924,BR->CVNA
TROW,HLT,0.0,0.007924,-0.007924,HLT->TROW
EXPE,HRL,0.007924,0.0,0.007924,EXPE->HRL
STE,EXC,0.007924,0.0,0.007924,STE->EXC
MET,CVNA,0.0,0.007924,-0.007924,CVNA->MET
WST,CARR,0.0,0.007924,-0.007924,CARR->WST
SWK,GS,0.0,0.007924,-0.007924,GS->SWK
MET,COST,0.0,0.007924,-0.007924,COST->MET
MKC,CRL,0.0,0.007924,-0.007924,CRL->MKC
NCLH,DRI,0.0,0.007923,-0.007923,DRI->NCLH
CMS,HWM,0.0,0.007923,-0.007923,HWM->CMS
AON,HRL,0.007923,0.0,0.007923,AON->HRL
HWM,CPRT,0.007923,0.0,0.007923,HWM->CPRT
ICE,DG,0.007923,0.0,0.007923,ICE->DG
VRTX,AOS,0.0,0.007923,-0.007923,AOS->VRTX
XYL,GEN,0.007923,0.0,0.007923,XYL->GEN
PKG,CHRW,0.007923,0.0,0.007923,PKG->CHRW
PNR,WRB,0.007922,0.0,0.007922,PNR->WRB
ORCL,LDOS,0.0,0.007922,-0.007922,LDOS->ORCL
CHD,ESS,0.0,0.007922,-0.007922,ESS->CHD
ABBV,WMT,0.007922,0.0,0.007922,ABBV->WMT
WRB,RL,0.007922,0.0,0.007922,WRB->RL
XYL,EVRG,0.0,0.007922,-0.007922,EVRG->XYL
ABBV,COST,0.0,0.007922,-0.007922,COST->ABBV
TXN,TMO,0.0,0.007921,-0.007921,TMO->TXN
JNJ,MMM,0.007921,0.0,0.007921,JNJ->MMM
CME,AMP,0.0,0.007921,-0.007921,AMP->CME
PCAR,CAT,0.0,0.007921,-0.007921,CAT->PCAR
VRT,FISV,0.0,0.007921,-0.007921,FISV->VRT
FAST,HRL,0.007921,0.0,0.007921,FAST->HRL
MRNA,XOM,0.0,0.007921,-0.007921,XOM->MRNA
BKNG,BDX,0.00792,0.0,0.00792,BKNG->BDX
CAH,AON,0.00792,0.0,0.00792,CAH->AON
AXON,HII,0.00792,0.0,0.00792,AXON->HII
MCHP,FIS,0.0,0.00792,-0.00792,FIS->MCHP
PM,MLM,0.00792,0.0,0.00792,PM->MLM
NDAQ,JPM,0.00792,0.0,0.00792,NDAQ->JPM
FOXA,FCX,0.00792,0.0,0.00792,FOXA->FCX
MCO,HWM,0.0,0.00792,-0.00792,HWM->MCO
ZBRA,CB,0.00792,0.0,0.00792,ZBRA->CB
VST,IT,0.0,0.007919,-0.007919,IT->VST
ODFL,DAL,0.007919,0.0,0.007919,ODFL->DAL
TJX,CSX,0.007919,0.0,0.007919,TJX->CSX
SJM,TFC,0.0,0.007919,-0.007919,TFC->SJM
TKO,DHI,0.007919,0.0,0.007919,TKO->DHI
PYPL,ALL,0.007919,0.0,0.007919,PYPL->ALL
ORLY,PHM,0.0,0.007918,-0.007918,PHM->ORLY
ADP,HLT,0.0,0.007918,-0.007918,HLT->ADP
UBER,SPG,0.0,0.007918,-0.007918,SPG->UBER
NCLH,SNPS,0.0,0.007918,-0.007918,SNPS->NCLH
GPN,EBAY,0.0,0.007918,-0.007918,EBAY->GPN
ATO,ES,0.0,0.007918,-0.007918,ES->ATO
IEX,CPT,0.0,0.007918,-0.007918,CPT->IEX
OXY,WELL,0.007918,0.0,0.007918,OXY->WELL
TAP,CAG,0.0,0.007917,-0.007917,CAG->TAP
ISRG,ECL,0.007917,0.0,0.007917,ISRG->ECL
WBD,COF,0.0,0.007917,-0.007917,COF->WBD
DGX,DG,0.0,0.007917,-0.007917,DG->DGX
VTR,TRMB,0.0,0.007917,-0.007917,TRMB->VTR
USB,DRI,0.0,0.007917,-0.007917,DRI->USB
SHW,CME,0.007917,0.0,0.007917,SHW->CME
AVY,AME,0.0,0.007916,-0.007916,AME->AVY
ROST,FOXA,0.0,0.007916,-0.007916,FOXA->ROST
KEY,PHM,0.007916,0.0,0.007916,KEY->PHM
AFL,ELV,0.007916,0.0,0.007916,AFL->ELV
MO,APTV,0.007916,0.0,0.007916,MO->APTV
ORLY,BEN,0.0,0.007916,-0.007916,BEN->ORLY
CL,APO,0.007916,0.0,0.007916,CL->APO
INTU,HCA,0.0,0.007915,-0.007915,HCA->INTU
TPR,CSGP,0.007915,0.0,0.007915,TPR->CSGP
AMCR,ANET,0.007915,0.0,0.007915,AMCR->ANET
MCD,ECL,0.0,0.007915,-0.007915,ECL->MCD
AXP,EXPD,0.007915,0.0,0.007915,AXP->EXPD
CSCO,EXPD,0.007915,0.0,0.007915,CSCO->EXPD
ABT,FIX,0.007915,0.0,0.007915,ABT->FIX
NTAP,ADP,0.007915,0.0,0.007915,NTAP->ADP
POOL,HSIC,0.0,0.007915,-0.007915,HSIC->POOL
LRCX,GD,0.007915,0.0,0.007915,LRCX->GD
META,CL,0.0,0.007914,-0.007914,CL->META
TRV,ROK,0.007914,0.0,0.007914,TRV->ROK
SLB,AEP,0.0,0.007914,-0.007914,AEP->SLB
TRGP,BAX,0.0,0.007914,-0.007914,BAX->TRGP
OXY,DELL,0.0,0.007913,-0.007913,DELL->OXY
URI,DAL,0.007913,0.0,0.007913,URI->DAL
EVRG,EBAY,0.0,0.007913,-0.007913,EBAY->EVRG
CVX,CSX,0.007912,0.0,0.007912,CVX->CSX
JPM,LRCX,0.0,0.007912,-0.007912,LRCX->JPM
PNC,CHTR,0.007912,0.0,0.007912,PNC->CHTR
IFF,MAS,0.0,0.007911,-0.007911,MAS->IFF
O,FITB,0.007911,0.0,0.007911,O->FITB
AIG,HCA,0.007911,0.0,0.007911,AIG->HCA
UHS,F,0.0,0.007911,-0.007911,F->UHS
TDG,HIG,0.0,0.007911,-0.007911,HIG->TDG
WSM,FIX,0.0,0.007911,-0.007911,FIX->WSM
PFG,WELL,0.007911,0.0,0.007911,PFG->WELL
MPC,EOG,0.0,0.00791,-0.00791,EOG->MPC
TGT,AVGO,0.0,0.00791,-0.00791,AVGO->TGT
KIM,ESS,0.0,0.00791,-0.00791,ESS->KIM
AEE,HCA,0.0,0.00791,-0.00791,HCA->AEE
NTRS,LRCX,0.0,0.00791,-0.00791,LRCX->NTRS
MET,AAPL,0.00791,0.0,0.00791,MET->AAPL
CNC,GL,0.007909,0.0,0.007909,CNC->GL
VRSK,APO,0.0,0.007909,-0.007909,APO->VRSK
TPL,AMD,0.0,0.007909,-0.007909,AMD->TPL
LMT,OTIS,0.0,0.007909,-0.007909,OTIS->LMT
PNW,KKR,0.0,0.007909,-0.007909,KKR->PNW
TYL,SYK,0.0,0.007909,-0.007909,SYK->TYL
MGM,COR,0.0,0.007909,-0.007909,COR->MGM
SATS,ELV,0.0,0.007909,-0.007909,ELV->SATS
RTX,REGN,0.007909,0.0,0.007909,RTX->REGN
BAC,GD,0.0,0.007909,-0.007909,GD->BAC
MRNA,BMY,0.0,0.007908,-0.007908,BMY->MRNA
PRU,WST,0.0,0.007908,-0.007908,WST->PRU
TECH,CMI,0.0,0.007908,-0.007908,CMI->TECH
PH,TT,0.007908,0.0,0.007908,PH->TT
TRMB,CHTR,0.007907,0.0,0.007907,TRMB->CHTR
CDNS,COF,0.007907,0.0,0.007907,CDNS->COF
MDT,ICE,0.007907,0.0,0.007907,MDT->ICE
MSFT,ON,0.0,0.007907,-0.007907,ON->MSFT
CPB,AMZN,0.0,0.007907,-0.007907,AMZN->CPB
LIN,REG,0.007906,0.0,0.007906,LIN->REG
HWM,FISV,0.0,0.007906,-0.007906,FISV->HWM
IQV,SPG,0.007906,0.0,0.007906,IQV->SPG
PFG,HLT,0.007906,0.0,0.007906,PFG->HLT
AIG,DVN,0.007906,0.0,0.007906,AIG->DVN
JKHY,MPC,0.0,0.007906,-0.007906,MPC->JKHY
VLO,CIEN,0.007906,0.0,0.007906,VLO->CIEN
BRO,HPQ,0.0,0.007905,-0.007905,HPQ->BRO
TTWO,ES,0.007905,0.0,0.007905,TTWO->ES
GWW,SHW,0.0,0.007905,-0.007905,SHW->GWW
UNP,PEG,0.0,0.007905,-0.007905,PEG->UNP
SO,FISV,0.0,0.007905,-0.007905,FISV->SO
CMG,FIX,0.007905,0.0,0.007905,CMG->FIX
INTU,UHS,0.007905,0.0,0.007905,INTU->UHS
SMCI,CDNS,0.0,0.007905,-0.007905,CDNS->SMCI
QCOM,APH,0.007905,0.0,0.007905,QCOM->APH
NOC,SBUX,0.007905,0.0,0.007905,NOC->SBUX
LII,TKO,0.0,0.007905,-0.007905,TKO->LII
MDLZ,AMZN,0.0,0.007905,-0.007905,AMZN->MDLZ
KIM,IBM,0.0,0.007905,-0.007905,IBM->KIM
JKHY,RF,0.0,0.007905,-0.007905,RF->JKHY
PTC,HD,0.0,0.007905,-0.007905,HD->PTC
MPWR,CME,0.007904,0.0,0.007904,MPWR->CME
JPM,EQIX,0.007904,0.0,0.007904,JPM->EQIX
TAP,ADSK,0.0,0.007904,-0.007904,ADSK->TAP
NWSA,GEN,0.007904,0.0,0.007904,NWSA->GEN
META,DE,0.007904,0.0,0.007904,META->DE
CTSH,CTVA,0.0,0.007904,-0.007904,CTVA->CTSH
IFF,TMUS,0.0,0.007903,-0.007903,TMUS->IFF
BDX,CRWD,0.007903,0.0,0.007903,BDX->CRWD
PM,CI,0.007903,0.0,0.007903,PM->CI
SNPS,AMT,0.007903,0.0,0.007903,SNPS->AMT
ORCL,EL,0.0,0.007903,-0.007903,EL->ORCL
ICE,CMG,0.007903,0.0,0.007903,ICE->CMG
GDDY,HAL,0.0,0.007902,-0.007902,HAL->GDDY
VLO,BA,0.0,0.007902,-0.007902,BA->VLO
IR,CCL,0.0,0.007902,-0.007902,CCL->IR
VTR,STE,0.007902,0.0,0.007902,VTR->STE
NSC,VTR,0.007902,0.0,0.007902,NSC->VTR
NOW,BEN,0.0,0.007901,-0.007901,BEN->NOW
REG,ETR,0.0,0.007901,-0.007901,ETR->REG
ROL,FAST,0.007901,0.0,0.007901,ROL->FAST
INTC,CRM,0.0,0.007901,-0.007901,CRM->INTC
PTC,COR,0.0,0.007901,-0.007901,COR->PTC
NTAP,INCY,0.0,0.007901,-0.007901,INCY->NTAP
PEP,TDG,0.007901,0.0,0.007901,PEP->TDG
ITW,CRM,0.0,0.007901,-0.007901,CRM->ITW
CTSH,BA,0.007901,0.0,0.007901,CTSH->BA
TTD,TGT,0.0,0.0079,-0.0079,TGT->TTD
FRT,EPAM,0.0,0.0079,-0.0079,EPAM->FRT
HON,DVN,0.0079,0.0,0.0079,HON->DVN
WELL,COST,0.0,0.0079,-0.0079,COST->WELL
UNH,CRH,0.0079,0.0,0.0079,UNH->CRH
WMT,ADSK,0.0079,0.0,0.0079,WMT->ADSK
WRB,CDNS,0.0079,0.0,0.0079,WRB->CDNS
SYF,BR,0.0079,0.0,0.0079,SYF->BR
CVX,CCI,0.0,0.007899,-0.007899,CCI->CVX
DD,DRI,0.0,0.007899,-0.007899,DRI->DD
PFG,JCI,0.007899,0.0,0.007899,PFG->JCI
VTR,CAH,0.0,0.007899,-0.007899,CAH->VTR
ZBH,WYNN,0.0,0.007899,-0.007899,WYNN->ZBH
L,EL,0.007899,0.0,0.007899,L->EL
FCX,GEN,0.007898,0.0,0.007898,FCX->GEN
CNP,CRH,0.007898,0.0,0.007898,CNP->CRH
KLAC,ZBH,0.007898,0.0,0.007898,KLAC->ZBH
WEC,EPAM,0.0,0.007898,-0.007898,EPAM->WEC
IEX,CMCSA,0.0,0.007898,-0.007898,CMCSA->IEX
