eigenvalue,is_signal,mp_upper,mp_lower,explained_variance_pct
39.754029905396514,True,1.5733403169815654,0.5560257890986416,39.75402990539653
7.038335843489196,True,1.5733403169815654,0.5560257890986416,7.038335843489198
5.155078864777147,True,1.5733403169815654,0.5560257890986416,5.155078864777148
2.09134189572083,True,1.5733403169815654,0.5560257890986416,2.0913418957208303
1.8403909634631834,True,1.5733403169815654,0.5560257890986416,1.8403909634631839
1.6505511863475744,True,1.5733403169815654,0.5560257890986416,1.6505511863475748
1.5444143489431295,False,1.5733403169815654,0.5560257890986416,1.54441434894313
1.3939843564244203,False,1.5733403169815654,0.5560257890986416,1.3939843564244205
1.2829398588290402,False,1.5733403169815654,0.5560257890986416,1.2829398588290406
1.2498883555315048,False,1.5733403169815654,0.5560257890986416,1.2498883555315052
1.0693321395484139,False,1.5733403169815654,0.5560257890986416,1.0693321395484143
1.0159509860820681,False,1.5733403169815654,0.5560257890986416,1.0159509860820684
0.9920319737471682,False,1.5733403169815654,0.5560257890986416,0.9920319737471684
0.9664991730953475,False,1.5733403169815654,0.5560257890986416,0.9664991730953477
0.9164127714572102,False,1.5733403169815654,0.5560257890986416,0.9164127714572105
0.876831921628019,False,1.5733403169815654,0.5560257890986416,0.8768319216280193
0.8503372372833071,False,1.5733403169815654,0.5560257890986416,0.8503372372833073
0.8375953560960301,False,1.5733403169815654,0.5560257890986416,0.8375953560960303
0.8083500813527134,False,1.5733403169815654,0.5560257890986416,0.8083500813527136
0.7728076581741322,False,1.5733403169815654,0.5560257890986416,0.7728076581741324
0.7509870511401717,False,1.5733403169815654,0.5560257890986416,0.750987051140172
0.7328268769107453,False,1.5733403169815654,0.5560257890986416,0.7328268769107454
0.7132620160444392,False,1.5733403169815654,0.5560257890986416,0.7132620160444394
0.6942911870649757,False,1.5733403169815654,0.5560257890986416,0.694291187064976
0.6483326750071955,False,1.5733403169815654,0.5560257890986416,0.6483326750071956
0.6335233581977502,False,1.5733403169815654,0.5560257890986416,0.6335233581977504
